Time,SecL,RPM,MAP,MAPxRPM,TPS,AFR,Lambda,IAT,CLT,Engine,DFCO,Gego,Gair,Gbattery,Gwarm,Gbaro,Gammae,Accel Enrich,VE (Current,VE1,VE2,PW,PW2,PW3,PW4,AFR Target,Lambda Target,Duty Cycle,Duty Cycle (Staging,TPS DOT,Advance (Current,Dwell,Dwell (Measured,Battery V,rpm/s,Boost PSI,Boost cut,Hard Launch,Hard Limiter,Idle Control,IAC value,Baro Pressure,Fan,Sync Loss #,Loops/s,Loops/rev,Aux0,Aux1,Aux2,Aux3,Aux4,Aux5,Aux6,Aux7,Aux8,Aux9,Aux10,Aux11,Aux12,Aux13,Aux14,Aux15,Advance 1,Advance 2,FuelLoad,IgnitionLoad,Sync status,Engine Prot. RPM,Engine Prot. CLT,Trip Meter Miles,Odometer Miles,Vehicle Speed,Power,Torque
18.796,45,180,100,18000.0,65.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,160,51,51,0,10.809,10.809,0.000,0.000,11.400,1.267,1.6,0.0,0,5,4.500,4.515,12.8,590,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
18.864,45,245,100,24500.0,66.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,160,51,51,0,10.809,10.809,0.000,0.000,11.400,1.267,2.2,0.0,0,5,4.500,4.515,12.7,590,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,292.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
18.928,45,207,100,20700.0,66.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,160,51,51,0,10.809,10.809,0.000,0.000,11.400,1.267,1.9,0.0,0,5,4.500,4.515,12.7,220,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,346.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
18.996,45,269,100,26900.0,70.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,160,51,51,0,10.809,10.809,0.000,0.000,11.400,1.267,2.4,0.0,105,5,4.500,4.512,12.7,-850,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,266.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.064,45,174,100,17400.0,77.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,160,51,51,0,10.809,10.809,0.000,0.000,11.400,1.267,1.6,0.0,90,5,4.500,4.512,12.7,-850,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,411.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.131,45,255,100,25500.0,82.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,120,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,90,5,4.500,4.512,12.7,330,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,280.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.198,45,220,100,22000.0,92.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,140,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,150,5,4.500,4.512,12.7,-50,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,325.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.265,45,229,100,22900.0,98.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,140,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,45,5,4.500,4.512,12.7,-50,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,312.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.331,45,184,100,18400.0,99.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,140,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,15,5,4.500,4.512,12.7,360,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,389.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.394,45,193,100,19300.0,99.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,140,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,0,5,4.500,4.512,12.7,-680,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,371.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.463,45,242,100,24200.0,99.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,140,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,0,5,4.500,4.512,12.7,-680,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,296.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.530,45,196,100,19600.0,99.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,0,140,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,0,5,4.500,4.515,12.7,350,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1194,365.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.595,46,244,100,24400.0,91.0,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,0,100,51,51,0,0.000,0.000,0.000,0.000,11.400,1.267,0.0,0.0,-240,5,4.500,4.515,12.9,270,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,301.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.664,46,227,99,22473.0,54.5,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.525,6.525,0.000,0.000,11.400,1.267,1.2,0.0,-615,5,4.500,4.512,12.9,270,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,324.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.732,46,201,96,19296.0,21.0,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.351,6.351,0.000,0.000,11.400,1.267,1.1,0.0,-390,5,4.500,4.512,12.9,160,-0.6,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,366.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,96.0,96.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.798,46,205,100,20500.0,7.5,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.569,6.569,0.000,0.000,11.400,1.267,1.1,0.0,-165,5,4.500,4.512,12.9,160,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,359.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,100.0,100.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.864,46,205,92,18860.0,0.0,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,6.054,6.054,0.000,0.000,11.400,1.267,1.0,0.0,-30,5,4.500,4.512,12.9,-420,-1.2,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,359.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,92.0,92.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.932,46,178,95,16910.0,0.0,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,6.226,6.226,0.000,0.000,11.400,1.267,0.9,0.0,0,5,4.500,4.512,12.9,-130,-0.7,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,413.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,95.0,95.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
19.994,46,277,129,35733.0,0.0,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,8.178,8.178,0.000,0.000,11.400,1.267,1.9,0.0,0,5,4.500,4.515,12.9,-130,4.2,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,265.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,129.0,129.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.063,46,194,104,20176.0,0.0,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.785,6.785,0.000,0.000,11.400,1.267,1.1,0.0,0,5,4.500,4.515,12.9,360,0.6,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,379.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,104.0,104.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.132,46,273,91,24843.0,3.5,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,5.969,5.969,0.000,0.000,11.400,1.267,1.4,0.0,105,5,4.500,4.512,12.9,720,-1.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,269.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,91.0,91.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.200,46,214,96,20544.0,6.0,11.400,1.267,37.0,33.0,10,0.0,100,100,100.0,126,100,158,100,51,51,0,6.351,6.351,0.000,0.000,11.400,1.267,1.1,0.0,0,5,4.500,4.519,12.9,720,-0.6,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,344.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,96.0,96.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.267,46,196,93,18228.0,6.0,11.400,1.267,37.0,33.0,10,0.0,100,100,100.0,126,100,158,100,50,50,0,6.097,6.097,0.000,0.000,11.400,1.267,1.0,0.0,0,5,4.500,4.519,12.9,-940,-1.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,375.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,93.0,93.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.333,46,179,99,17721.0,21.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,162,51,51,0,10.904,10.904,0.000,0.000,11.400,1.267,1.6,0.0,285,5,4.500,4.519,12.9,-340,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,411.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.400,46,236,99,23364.0,51.0,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,174,51,51,0,11.668,11.668,0.000,0.000,11.400,1.267,2.3,0.0,435,5,4.500,4.519,12.9,-340,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,312.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.465,46,178,99,17622.0,59.5,11.400,1.267,37.0,33.0,26,0.0,100,100,100.0,126,100,158,146,51,51,0,9.792,9.792,0.000,0.000,11.400,1.267,1.5,0.0,75,5,4.500,4.519,12.9,60,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,413.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.532,46,308,97,29876.0,44.5,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.394,6.394,0.000,0.000,11.400,1.267,1.6,0.0,-315,5,4.500,4.512,12.9,1170,-0.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,239.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,97.0,97.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.600,46,213,99,21087.0,25.5,11.400,1.267,37.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.525,6.525,0.000,0.000,11.400,1.267,1.2,0.0,-225,5,4.500,4.512,12.9,1170,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1228,345.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.664,47,300,96,28800.0,21.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.351,6.351,0.000,0.000,11.400,1.267,1.6,0.0,-30,5,4.500,4.519,12.9,-540,-0.6,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,240.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,96.0,96.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.728,47,194,99,19206.0,21.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.525,6.525,0.000,0.000,11.400,1.267,1.1,0.0,0,5,4.500,4.516,12.9,-540,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,372.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.796,47,255,97,24735.0,21.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.394,6.394,0.000,0.000,11.400,1.267,1.4,0.0,0,5,4.500,4.516,12.9,-700,-0.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,283.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,97.0,97.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.863,47,183,99,18117.0,21.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.525,6.525,0.000,0.000,11.400,1.267,1.0,0.0,0,5,4.500,4.516,12.9,340,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,394.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.931,47,263,97,25511.0,21.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.394,6.394,0.000,0.000,11.400,1.267,1.4,0.0,0,5,4.500,4.516,12.8,340,-0.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,274.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,97.0,97.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
20.999,47,208,98,20384.0,21.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.438,6.438,0.000,0.000,11.400,1.267,1.1,0.0,0,5,4.500,4.516,12.8,550,-0.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,347.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,98.0,98.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.063,47,291,97,28227.0,15.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.394,6.394,0.000,0.000,11.400,1.267,1.6,0.0,-150,5,4.500,4.512,12.8,10,-0.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,248.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,97.0,97.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.129,47,185,96,17760.0,7.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,51,51,0,6.351,6.351,0.000,0.000,11.400,1.267,1.0,0.0,-90,5,4.500,4.512,12.8,10,-0.6,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,390.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,96.0,96.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.196,47,301,94,28294.0,0.5,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,6.139,6.139,0.000,0.000,11.400,1.267,1.5,0.0,-120,5,4.500,4.512,12.7,-890,-0.9,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,94.0,94.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.264,47,172,92,15824.0,0.0,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,6.054,6.054,0.000,0.000,11.400,1.267,0.9,0.0,0,5,4.500,4.512,12.7,310,-1.2,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,92.0,92.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.330,47,257,91,23387.0,0.0,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,5.969,5.969,0.000,0.000,11.400,1.267,1.3,0.0,0,5,4.500,4.512,12.7,310,-1.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,281.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,91.0,91.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.398,47,182,91,16562.0,0.0,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,5.969,5.969,0.000,0.000,11.400,1.267,0.9,0.0,0,5,4.500,4.512,12.7,-30,-1.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,396.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,91.0,91.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.467,47,381,91,34671.0,0.0,11.400,1.267,38.0,33.0,42,0.0,100,100,100.0,126,100,158,100,50,50,0,5.969,5.969,0.000,0.000,11.400,1.267,1.9,0.0,0,5,4.500,4.512,12.7,-30,-1.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,189.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,91.0,91.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.530,47,214,91,19474.0,0.0,11.400,1.267,38.0,33.0,10,0.0,100,100,100.0,126,100,158,100,50,50,0,5.969,5.969,0.000,0.000,11.400,1.267,1.1,0.0,0,5,4.500,4.540,12.7,1680,-1.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,337.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,91.0,91.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.598,47,358,85,30430.0,0.0,11.400,1.267,38.0,33.0,10,0.0,100,100,100.0,126,100,158,100,41,41,0,4.792,4.792,0.000,0.000,11.400,1.267,1.4,0.0,0,5,4.500,4.515,12.7,-1480,-2.2,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,201.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,85.0,85.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.664,47,439,80,35120.0,0.0,11.400,1.267,38.0,33.0,9,0.0,100,100,100.0,126,100,158,100,41,41,0,4.549,4.549,0.000,0.000,11.400,1.267,1.7,0.0,0,5,3.000,3.188,12.7,-1480,-2.9,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1204,164.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,80.0,80.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.730,48,367,79,28993.0,0.0,11.400,1.267,38.0,33.0,10,0.0,100,100,100.0,126,100,158,100,42,42,0,4.650,4.650,0.000,0.000,11.400,1.267,1.4,0.0,0,19,4.500,4.060,13.4,1340,-3.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,196.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,79.0,79.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.798,48,477,77,36729.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,44,44,0,5.004,5.004,0.000,0.000,11.400,1.267,2.0,0.0,0,19,3.000,3.364,13.4,1100,-3.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,151.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,77.0,77.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.861,48,477,73,34821.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,44,44,0,4.760,4.760,0.000,0.000,11.400,1.267,1.9,0.0,0,18,3.000,3.074,13.4,1100,-3.9,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,151.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,73.0,73.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.927,48,584,67,39128.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,41,41,0,4.229,4.229,0.000,0.000,11.400,1.267,2.1,0.0,0,17,3.000,2.251,13.4,1070,-4.8,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,123.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,67.0,67.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
21.996,48,746,61,45506.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,39,39,0,3.815,3.815,0.000,0.000,11.400,1.267,2.4,0.0,0,18,3.000,2.670,13.9,1620,-5.7,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,96.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,61.0,61.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.060,48,847,56,47432.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,37,37,0,3.442,3.442,0.000,0.000,11.400,1.267,2.4,0.0,0,18,3.000,2.732,13.9,1620,-6.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,85.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,56.0,56.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.126,48,956,52,49712.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,33,33,0,3.031,3.031,0.000,0.000,11.400,1.267,2.4,0.0,0,19,3.000,2.823,13.9,2100,-7.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,52.0,52.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
