Time,SecL,RPM,MAP,MAPxRPM,TPS,AFR,Lambda,IAT,CLT,Engine,DFCO,Gego,Gair,Gbattery,Gwarm,Gbaro,Gammae,Accel Enrich,VE (Current,VE1,VE2,PW,PW2,PW3,PW4,AFR Target,Lambda Target,Duty Cycle,Duty Cycle (Staging,TPS DOT,Advance (Current,Dwell,Dwell (Measured,Battery V,rpm/s,Boost PSI,Boost cut,Hard Launch,Hard Limiter,Idle Control,IAC value,Baro Pressure,Fan,Sync Loss #,Loops/s,Loops/rev,Aux0,Aux1,Aux2,Aux3,Aux4,Aux5,Aux6,Aux7,Aux8,Aux9,Aux10,Aux11,Aux12,Aux13,Aux14,Aux15,Advance 1,Advance 2,FuelLoad,IgnitionLoad,Sync status,Engine Prot. RPM,Engine Prot. CLT,Trip Meter Miles,Odometer Miles,Vehicle Speed,Power,Torque
22.195,48,995,51,50745.0,0.0,11.400,1.267,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,32,32,0,2.924,2.924,0.000,0.000,11.400,1.267,2.4,0.0,0,19,3.000,2.899,14.1,390,-7.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,72.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,51.0,51.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.264,48,1035,49,50715.0,0.0,10.700,1.189,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,30,30,0,2.728,2.728,0.000,0.000,10.700,1.189,2.4,0.0,0,19,3.000,3.119,14.1,390,-7.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,69.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,49.0,49.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.331,48,979,48,46992.0,0.0,10.500,1.167,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,30,30,0,2.674,2.674,0.000,0.000,10.500,1.167,2.2,0.0,0,19,3.000,3.173,14.1,-160,-7.5,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,73.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,48.0,48.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.398,48,916,49,44884.0,0.0,9.200,1.022,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,31,31,0,2.818,2.818,0.000,0.000,9.200,1.022,2.2,0.0,0,18,3.000,3.031,14.1,-160,-7.4,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,49.0,49.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.466,48,865,50,43250.0,0.0,8.600,0.956,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,32,32,0,2.895,2.895,0.000,0.000,8.600,0.956,2.1,0.0,0,18,3.000,3.257,14.3,-630,-7.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,83.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,50.0,50.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.534,48,801,48,38448.0,0.0,8.400,0.933,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,31,31,0,2.761,2.761,0.000,0.000,8.400,0.933,1.8,0.0,0,17,3.000,3.019,14.3,-1150,-7.5,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,90.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,48.0,48.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.599,48,704,53,37312.0,0.0,8.400,0.933,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,34,34,0,3.161,3.161,0.000,0.000,8.400,0.933,1.9,0.0,0,17,3.000,3.062,14.3,-1150,-6.8,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,102.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,53.0,53.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.665,48,644,52,33488.0,0.0,8.300,0.922,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,33,33,0,3.031,3.031,0.000,0.000,8.300,0.922,1.6,0.0,0,16,3.000,3.515,14.3,-970,-7.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1203,112.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,52.0,52.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.730,49,644,60,38640.0,6.0,8.200,0.911,38.0,33.0,29,0.0,100,100,100.0,126,100,170,128,38,38,0,5.741,5.741,0.000,0.000,8.200,0.911,3.1,0.0,120,17,3.000,3.585,14.4,-600,-5.8,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,102.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,60.0,60.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.799,49,578,77,44506.0,17.5,8.200,0.911,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,45,45,0,8.622,8.622,0.000,0.000,8.200,0.911,4.2,0.0,150,20,3.000,2.973,14.4,-600,-3.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,114.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,77.0,77.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.864,49,578,83,47974.0,22.5,8.100,0.9,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,42,42,0,8.610,8.610,0.000,0.000,8.100,0.9,4.1,0.0,60,21,3.000,2.883,14.4,-660,-2.5,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,114.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,83.0,83.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.929,49,621,88,54648.0,23.0,7.700,0.856,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,46,46,0,9.289,9.289,0.000,0.000,7.700,0.856,4.8,0.0,15,22,3.000,2.754,14.4,430,-1.7,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,106.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,88.0,88.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
22.996,49,745,86,64070.0,24.0,7.300,0.811,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,44,44,0,8.923,8.923,0.000,0.000,7.300,0.811,5.5,0.0,30,22,3.000,3.180,14.5,430,-2.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,88.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,86.0,86.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.063,49,702,93,65286.0,27.5,7.100,0.789,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,51,51,0,10.061,10.061,0.000,0.000,7.100,0.789,5.9,0.0,60,23,3.000,3.285,14.5,1240,-1.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,94.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,93.0,93.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.137,49,702,93,65286.0,36.0,6.800,0.756,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,51,51,0,10.061,10.061,0.000,0.000,6.800,0.756,5.9,0.0,135,23,3.000,3.845,14.5,-430,-1.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,94.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,93.0,93.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.201,49,579,96,55584.0,40.0,6.800,0.756,38.0,33.0,29,0.0,100,100,100.0,126,100,170,150,51,51,0,10.250,10.250,0.000,0.000,6.800,0.756,4.9,0.0,30,23,3.000,2.957,14.5,-430,-0.6,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,96.0,96.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.267,49,579,99,57321.0,41.0,6.800,0.756,38.0,33.0,13,0.0,100,100,100.0,126,100,170,100,51,51,0,6.962,6.962,0.000,0.000,6.800,0.756,3.4,0.0,0,22,3.000,3.005,14.5,-1230,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.333,49,250,98,24500.0,41.0,6.700,0.744,38.0,33.0,10,0.0,100,100,100.0,126,100,158,100,51,51,0,6.438,6.438,0.000,0.000,6.700,0.744,1.3,0.0,0,5,4.500,3.005,14.5,-1230,-0.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,264.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,98.0,98.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.395,49,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.335,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.463,49,0,102,0.0,41.0,6.900,0.767,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.335,14.5,-2170,0.3,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,102.0,102.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.531,49,0,99,0.0,41.0,6.900,0.767,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.335,14.5,-2170,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,99.0,99.0,1.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.597,49,0,99,0.0,41.0,6.900,0.767,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.335,14.5,0,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,99.0,99.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.664,49,0,99,0.0,41.0,6.900,0.767,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,99.0,99.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.732,49,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.797,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.864,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.931,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
23.994,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.064,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.131,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.197,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.262,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.330,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.398,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.465,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.527,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.595,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.663,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.729,50,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.796,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.864,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.931,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
24.997,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.064,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.131,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.197,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.264,51,0,100,0.0,41.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.331,51,0,100,0.0,38.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.398,51,0,100,0.0,26.5,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.464,51,0,100,0.0,15.5,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.529,51,0,100,0.0,7.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.592,51,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
